code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,id_assessment,date_submitted,is_banked,score,id_site,date,sum_click
BBB,2013B,418325,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-8.0,,14992.0,95.0,0.0,80.0,542864.0,135.0,3.0
BBB,2014B,631515,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-27.0,,15013.0,173.0,0.0,66.0,768351.0,167.0,10.0
FFF,2014B,557650,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-67.0,,24298.0,219.0,0.0,83.0,779354.0,157.0,18.0
CCC,2014J,689759,M,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-32.0,,25363.0,40.0,0.0,80.0,909091.0,124.0,1.0
DDD,2013B,544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-90.0,,25339.0,199.0,0.0,87.0,547903.0,101.0,2.0
FFF,2013B,1934810,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,90,N,Fail,-199.0,,34862.0,93.0,0.0,88.0,526737.0,47.0,4.0
FFF,2013J,475253,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,N,Pass,-32.0,,34876.0,131.0,0.0,75.0,716238.0,63.0,4.0
DDD,2014J,256144,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-53.0,,25363.0,40.0,0.0,85.0,813706.0,221.0,4.0
DDD,2013B,544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-90.0,,25335.0,51.0,0.0,94.0,547539.0,148.0,27.0
CCC,2014J,557650,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-29.0,,24291.0,32.0,0.0,84.0,909092.0,34.0,4.0
FFF,2014J,681490,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,-59.0,,34901.0,92.0,0.0,94.0,882537.0,40.0,1.0
DDD,2014J,585626,F,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-131.0,,25367.0,200.0,0.0,77.0,814058.0,31.0,1.0
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-10%,0-35,0,70,N,Distinction,-52.0,,25345.0,152.0,0.0,91.0,547272.0,18.0,2.0
FFF,2013J,517731,F,South West Region,A Level or Equivalent,50-60%,0-35,0,150,N,Pass,-130.0,,34875.0,101.0,0.0,69.0,716640.0,35.0,1.0
CCC,2014J,537811,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,-53.0,,25350.0,82.0,0.0,95.0,909085.0,226.0,1.0
FFF,2014J,644974,M,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Distinction,-155.0,,34901.0,92.0,0.0,81.0,882635.0,172.0,2.0
FFF,2013J,603059,M,Ireland,Lower Than A Level,,0-35,0,120,N,Distinction,-27.0,,34880.0,62.0,0.0,90.0,716660.0,26.0,1.0
CCC,2014J,586781,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-31.0,,34881.0,98.0,0.0,100.0,909231.0,23.0,1.0
FFF,2013J,609229,M,Ireland,A Level or Equivalent,,35-55,0,120,N,Pass,-31.0,,34884.0,156.0,0.0,100.0,716216.0,17.0,1.0
FFF,2013B,2647043,F,London Region,HE Qualification,10-20,35-55,0,60,N,Fail,-29.0,,34865.0,193.0,0.0,81.0,527491.0,27.0,1.0
DDD,2013B,371831,F,London Region,HE Qualification,10-20,35-55,1,120,N,Pass,-2.0,,25335.0,49.0,0.0,45.0,547552.0,140.0,1.0
BBB,2014B,627190,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-43.0,,15010.0,81.0,0.0,75.0,768336.0,88.0,2.0
DDD,2013B,1068316,M,Scotland,A Level or Equivalent,40-50%,35-55,0,75,N,Pass,-83.0,,25338.0,152.0,0.0,53.0,547547.0,78.0,3.0
DDD,2013J,582416,M,North Region,A Level or Equivalent,,0-35,0,60,N,Pass,-96.0,,25350.0,89.0,0.0,96.0,673537.0,129.0,2.0
FFF,2013B,535037,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass,-96.0,,34861.0,46.0,0.0,90.0,527389.0,-18.0,1.0
CCC,2014B,2609908,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-47.0,,24286.0,20.0,0.0,70.0,730007.0,148.0,1.0
CCC,2014B,255310,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Pass,-166.0,,34881.0,223.0,0.0,88.0,730073.0,129.0,1.0
GGG,2014J,682440,M,Scotland,Lower Than A Level,60-70%,35-55,0,30,Y,Fail,-58.0,,37437.0,170.0,0.0,60.0,896939.0,231.0,4.0
CCC,2014B,631772,M,Scotland,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-25.0,,24288.0,139.0,0.0,96.0,729830.0,220.0,3.0
FFF,2014J,682070,M,Ireland,HE Qualification,30-40%,35-55,0,90,N,Pass,-32.0,,34904.0,6.0,0.0,88.0,883037.0,-11.0,2.0
FFF,2014B,588145,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-236.0,,34888.0,87.0,0.0,86.0,779379.0,-18.0,9.0
EEE,2014B,474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass,-25.0,,24294.0,207.0,0.0,74.0,790808.0,-3.0,1.0
FFF,2014B,622130,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-57.0,,34886.0,38.0,0.0,72.0,779653.0,38.0,1.0
BBB,2013B,2639611,F,Wales,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,-73.0,,14991.0,60.0,0.0,100.0,542807.0,90.0,2.0
FFF,2014J,650108,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-86.0,,34910.0,212.0,0.0,78.0,882673.0,103.0,46.0
FFF,2013B,560046,F,North Region,Post Graduate Qualification,,0-35,0,60,N,Pass,-20.0,,34865.0,42.0,0.0,81.0,526853.0,93.0,1.0
FFF,2013J,576205,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-138.0,,34876.0,141.0,0.0,83.0,716712.0,103.0,1.0
CCC,2014J,481350,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-106.0,195.0,25336.0,81.0,0.0,87.0,909091.0,66.0,2.0
DDD,2014J,269575,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-79.0,204.0,25362.0,18.0,0.0,90.0,813701.0,27.0,2.0
FFF,2013B,335242,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-23.0,,34870.0,196.0,0.0,95.0,526738.0,0.0,4.0
FFF,2013J,572274,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-148.0,,34883.0,157.0,0.0,85.0,716643.0,202.0,1.0
BBB,2014B,630029,M,London Region,HE Qualification,20-30%,0-35,0,120,N,Pass,-59.0,,15011.0,125.0,0.0,63.0,768351.0,7.0,1.0
BBB,2013J,603036,F,Wales,HE Qualification,10-20,0-35,0,120,N,Pass,-53.0,,15005.0,133.0,0.0,80.0,703721.0,113.0,9.0
GGG,2014B,630881,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-45.0,,37427.0,164.0,0.0,68.0,798830.0,38.0,1.0
BBB,2013J,581235,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-148.0,165.0,15004.0,102.0,0.0,60.0,703895.0,86.0,3.0
DDD,2014J,633295,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-122.0,,25368.0,243.0,0.0,40.0,813708.0,40.0,2.0
FFF,2014J,694456,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-25.0,,34909.0,229.0,0.0,83.0,882537.0,44.0,1.0
DDD,2014J,640975,M,South Region,A Level or Equivalent,,0-35,0,60,N,Pass,-121.0,,25368.0,243.0,0.0,62.0,813983.0,104.0,1.0
FFF,2014J,691932,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,-34.0,,34908.0,164.0,0.0,67.0,882584.0,139.0,1.0
FFF,2014J,626477,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,-74.0,,34910.0,240.0,0.0,84.0,882618.0,89.0,1.0
EEE,2014J,677741,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-14.0,,24299.0,245.0,0.0,98.0,832780.0,52.0,1.0
FFF,2013B,480014,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,-89.0,,34869.0,210.0,0.0,82.0,526721.0,97.0,3.0
FFF,2013B,234609,F,South West Region,Lower Than A Level,80-90%,35-55,1,60,N,Pass,-60.0,,34867.0,207.0,0.0,92.0,526849.0,132.0,1.0
FFF,2014B,627692,M,North Region,Lower Than A Level,,0-35,0,60,N,Distinction,-68.0,,34886.0,23.0,0.0,86.0,779629.0,64.0,1.0
DDD,2013B,508934,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-98.0,,25347.0,209.0,0.0,65.0,547865.0,21.0,1.0
CCC,2014J,656683,M,South Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-105.0,,24293.0,155.0,0.0,94.0,909240.0,22.0,1.0
DDD,2013B,540592,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-53.0,,25335.0,53.0,0.0,86.0,547303.0,-5.0,8.0
DDD,2013B,518349,M,North Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-152.0,,25347.0,209.0,0.0,63.0,547272.0,41.0,1.0
GGG,2014B,579692,M,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass,-22.0,,37425.0,53.0,0.0,55.0,798681.0,221.0,4.0
FFF,2014J,581779,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-115.0,,34905.0,55.0,0.0,81.0,882676.0,95.0,1.0
DDD,2013B,557764,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-27.0,,25338.0,147.0,0.0,56.0,547674.0,3.0,1.0
FFF,2014J,632074,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-17.0,,34900.0,51.0,0.0,88.0,883085.0,135.0,1.0
BBB,2013J,479305,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-127.0,,15006.0,168.0,0.0,100.0,703721.0,37.0,15.0
GGG,2014B,599276,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction,-28.0,,37425.0,50.0,0.0,85.0,798622.0,208.0,2.0
FFF,2013B,2143065,M,South West Region,A Level or Equivalent,70-80%,35-55,0,100,N,Pass,-87.0,,34866.0,91.0,0.0,85.0,526742.0,159.0,1.0
FFF,2014J,79610,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-61.0,,34906.0,196.0,0.0,77.0,883055.0,53.0,1.0
BBB,2013B,473328,F,South East Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,-46.0,,14984.0,18.0,0.0,85.0,542795.0,17.0,2.0
FFF,2013B,534602,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-82.0,,34871.0,216.0,0.0,88.0,527343.0,2.0,2.0
GGG,2014B,625775,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,-52.0,,37425.0,51.0,0.0,65.0,798635.0,220.0,1.0
FFF,2014J,648365,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-67.0,,34908.0,167.0,0.0,83.0,883145.0,196.0,2.0
FFF,2013B,2496748,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,1,120,N,Pass,-94.0,,34865.0,12.0,0.0,85.0,527203.0,121.0,1.0
BBB,2013B,521096,F,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-42.0,,14988.0,158.0,0.0,82.0,543028.0,23.0,2.0
BBB,2013J,602458,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-46.0,,14996.0,18.0,0.0,86.0,703894.0,44.0,7.0
FFF,2013J,554257,F,Scotland,HE Qualification,90-100%,0-35,0,150,N,Pass,-95.0,,34883.0,210.0,0.0,82.0,716435.0,208.0,63.0
BBB,2013B,2322342,F,South West Region,HE Qualification,30-40%,35-55,0,120,N,Distinction,-86.0,,14988.0,157.0,0.0,92.0,542893.0,101.0,8.0
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-132.0,,1756.0,215.0,0.0,78.0,546653.0,115.0,8.0
FFF,2013B,2341415,F,South Region,HE Qualification,80-90%,35-55,1,120,N,Distinction,-98.0,,34866.0,21.0,0.0,97.0,527169.0,27.0,1.0
DDD,2013J,600067,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-64.0,,24292.0,86.0,0.0,97.0,673987.0,148.0,1.0
FFF,2013J,397506,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-29.0,,24285.0,200.0,0.0,84.0,716216.0,16.0,2.0
CCC,2014B,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-244.0,,24288.0,139.0,0.0,88.0,730054.0,26.0,1.0
FFF,2013J,589860,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-108.0,,34875.0,95.0,0.0,86.0,716241.0,138.0,9.0
FFF,2014B,605312,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-130.0,,34896.0,215.0,0.0,71.0,779354.0,138.0,1.0
CCC,2014J,689190,F,South East Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-36.0,,24291.0,32.0,0.0,82.0,909231.0,32.0,2.0
FFF,2014B,631023,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-15.0,,34897.0,228.0,0.0,85.0,779075.0,167.0,2.0
FFF,2013J,527713,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-145.0,,34884.0,224.0,0.0,76.0,716432.0,67.0,29.0
FFF,2014J,623471,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-20.0,,34900.0,51.0,0.0,60.0,882550.0,27.0,1.0
EEE,2014B,589033,M,Scotland,HE Qualification,0-10%,0-35,1,60,N,Pass,-81.0,,30715.0,59.0,0.0,86.0,790832.0,177.0,5.0
FFF,2013J,2567571,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-50.0,,34882.0,216.0,0.0,85.0,716899.0,134.0,6.0
FFF,2014J,2563095,M,South Region,HE Qualification,40-50%,0-35,1,90,N,Pass,-51.0,,34906.0,222.0,0.0,73.0,882547.0,225.0,1.0
DDD,2014B,579711,M,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Pass,-29.0,,25355.0,24.0,0.0,76.0,773124.0,197.0,1.0
FFF,2014J,674497,M,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-25.0,,24298.0,219.0,0.0,54.0,883037.0,172.0,1.0
FFF,2014J,691465,M,London Region,HE Qualification,30-40%,35-55,0,120,N,Fail,-17.0,,34908.0,241.0,0.0,51.0,882675.0,239.0,1.0
FFF,2013J,608681,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-35.0,,34876.0,130.0,0.0,81.0,716219.0,24.0,18.0
FFF,2013J,527713,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-145.0,,34881.0,125.0,0.0,85.0,716666.0,88.0,1.0
FFF,2013J,598294,M,London Region,HE Qualification,10-20,0-35,0,60,N,Pass,-32.0,,34877.0,170.0,0.0,81.0,716216.0,35.0,1.0
GGG,2014B,616706,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Distinction,-47.0,,37431.0,189.0,0.0,100.0,798618.0,147.0,1.0
CCC,2014J,689101,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,0,30,N,Fail,-22.0,,24295.0,21.0,0.0,89.0,909285.0,29.0,2.0
EEE,2013J,592997,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-28.0,,30712.0,159.0,0.0,77.0,551079.0,8.0,3.0
FFF,2014J,1836241,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-22.0,,34899.0,23.0,0.0,80.0,882545.0,107.0,1.0
FFF,2014J,617580,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,-34.0,,34909.0,219.0,0.0,85.0,883037.0,227.0,1.0
FFF,2013J,116808,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Distinction,-51.0,,34881.0,111.0,0.0,97.0,716238.0,129.0,4.0
CCC,2014J,556251,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-17.0,,34865.0,224.0,0.0,79.0,909271.0,130.0,2.0
DDD,2013J,525456,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-60.0,,25350.0,88.0,0.0,65.0,673519.0,153.0,19.0
EEE,2014J,161781,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-38.0,,24291.0,36.0,0.0,56.0,832712.0,-1.0,1.0
DDD,2013B,500459,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-53.0,,25342.0,54.0,0.0,72.0,547303.0,5.0,1.0
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-51.0,,1754.0,117.0,0.0,76.0,546876.0,0.0,3.0
CCC,2014B,2088765,F,South Region,HE Qualification,90-100%,35-55,0,60,Y,Pass,-89.0,,25335.0,51.0,0.0,90.0,729804.0,123.0,1.0
FFF,2013B,464785,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,,34863.0,138.0,0.0,75.0,526721.0,29.0,3.0
BBB,2013J,580883,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,Pass,-35.0,,15001.0,208.0,0.0,86.0,703737.0,209.0,2.0
FFF,2014B,634139,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-23.0,,34890.0,171.0,0.0,89.0,779652.0,128.0,2.0
CCC,2014J,170030,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Pass,-60.0,,24297.0,147.0,0.0,58.0,909232.0,242.0,2.0
FFF,2013B,2479413,M,South East Region,HE Qualification,30-40%,35-55,0,90,N,Pass,-73.0,,34862.0,89.0,0.0,81.0,526766.0,85.0,13.0
FFF,2014B,410199,M,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-29.0,,34890.0,170.0,0.0,87.0,779623.0,100.0,2.0
FFF,2014B,623924,M,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,-89.0,,34895.0,158.0,0.0,93.0,779075.0,19.0,1.0
DDD,2013B,537926,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-53.0,,25347.0,209.0,0.0,8.0,547866.0,81.0,1.0
BBB,2014B,467100,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-94.0,,15008.0,15.0,0.0,93.0,768393.0,117.0,4.0
FFF,2013B,299237,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-117.0,,34860.0,18.0,0.0,100.0,526737.0,161.0,1.0
DDD,2014J,656164,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-99.0,,25368.0,243.0,0.0,29.0,813710.0,100.0,3.0
FFF,2013B,538202,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,-53.0,,34867.0,222.0,0.0,58.0,527203.0,165.0,1.0
FFF,2013J,577222,F,Scotland,A Level or Equivalent,10-20,0-35,0,90,N,Distinction,-107.0,,34873.0,12.0,0.0,88.0,716238.0,-11.0,4.0
DDD,2014B,2091387,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Distinction,-78.0,,25355.0,17.0,0.0,92.0,773295.0,51.0,1.0
FFF,2013J,570061,F,South West Region,Lower Than A Level,30-40%,0-35,0,180,Y,Pass,-95.0,,34874.0,38.0,0.0,78.0,716216.0,4.0,5.0
FFF,2014B,1425806,M,South West Region,HE Qualification,40-50%,35-55,0,90,N,Pass,-39.0,,34891.0,35.0,0.0,93.0,779479.0,-10.0,1.0
FFF,2013B,540160,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-106.0,,34864.0,163.0,0.0,99.0,527147.0,-1.0,1.0
DDD,2013J,2342399,M,South West Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,-74.0,,25351.0,124.0,0.0,93.0,674392.0,10.0,1.0
FFF,2013J,566973,F,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,-67.0,,34878.0,48.0,0.0,93.0,716253.0,108.0,1.0
EEE,2014J,580798,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-115.0,,30722.0,164.0,0.0,91.0,832680.0,137.0,4.0
DDD,2013B,552635,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-44.0,,25340.0,230.0,0.0,60.0,547545.0,151.0,6.0
FFF,2014J,546645,M,Wales,Lower Than A Level,10-20,0-35,1,60,N,Pass,-52.0,,34909.0,214.0,0.0,72.0,882545.0,233.0,2.0
GGG,2014J,674359,F,South West Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,-53.0,,37435.0,45.0,0.0,65.0,896943.0,113.0,11.0
FFF,2013B,1882255,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-15.0,,34866.0,24.0,0.0,83.0,526760.0,67.0,1.0
FFF,2014J,684675,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-63.0,,34910.0,240.0,0.0,81.0,882537.0,25.0,1.0
FFF,2013B,498578,F,South West Region,A Level or Equivalent,20-30%,0-35,0,150,N,Fail,-24.0,,34864.0,165.0,0.0,75.0,526721.0,115.0,5.0
CCC,2014J,680602,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-66.0,,24292.0,109.0,0.0,65.0,909013.0,18.0,3.0
FFF,2013B,554592,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-18.0,,34870.0,216.0,0.0,84.0,527230.0,15.0,3.0
FFF,2013B,542550,M,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-21.0,171.0,34878.0,-1.0,1.0,72.0,526857.0,-4.0,17.0
DDD,2013B,466216,M,East Anglian Region,HE Qualification,70-80%,35-55,0,90,N,Distinction,-187.0,,25343.0,81.0,0.0,86.0,547948.0,144.0,1.0
BBB,2014B,447184,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-53.0,,15018.0,154.0,0.0,100.0,768419.0,186.0,2.0
FFF,2014B,625566,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-75.0,,34892.0,48.0,0.0,99.0,779080.0,1.0,21.0
FFF,2014B,48635,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,-19.0,,34889.0,128.0,0.0,79.0,779089.0,113.0,7.0
BBB,2014B,631777,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,-30.0,,15018.0,154.0,0.0,100.0,768485.0,31.0,1.0
FFF,2013J,2286574,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-60.0,,34879.0,117.0,0.0,79.0,716640.0,109.0,1.0
FFF,2013J,565990,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-143.0,,34875.0,96.0,0.0,79.0,716431.0,76.0,50.0
CCC,2014B,559706,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-22.0,,24282.0,32.0,0.0,76.0,729671.0,47.0,1.0
BBB,2014B,628379,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-61.0,,15011.0,116.0,0.0,83.0,768406.0,95.0,1.0
GGG,2013J,605027,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-26.0,,37419.0,165.0,0.0,100.0,661608.0,163.0,2.0
CCC,2014J,689792,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-29.0,,24299.0,243.0,0.0,80.0,909092.0,18.0,1.0
FFF,2013B,531190,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,-29.0,,34860.0,19.0,0.0,88.0,527167.0,75.0,2.0
DDD,2013B,515046,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,-85.0,,24285.0,200.0,0.0,95.0,547303.0,39.0,1.0
FFF,2014B,634155,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-23.0,,34889.0,128.0,0.0,86.0,779681.0,215.0,3.0
FFF,2013B,420894,M,South East Region,A Level or Equivalent,30-40%,0-35,2,120,N,Pass,-24.0,,34863.0,130.0,0.0,50.0,526737.0,4.0,3.0
FFF,2013B,552987,M,South East Region,HE Qualification,10-20,35-55,0,60,N,Pass,-21.0,,34862.0,87.0,0.0,87.0,527204.0,18.0,1.0
FFF,2014J,629818,M,Wales,A Level or Equivalent,0-10%,35-55,1,90,N,Distinction,-23.0,,34909.0,214.0,0.0,84.0,883037.0,141.0,1.0
FFF,2013B,545080,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-86.0,,34860.0,18.0,0.0,80.0,526738.0,47.0,1.0
DDD,2014B,628835,F,South East Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-57.0,,25356.0,52.0,0.0,66.0,773202.0,4.0,2.0
DDD,2014B,2659530,F,South West Region,A Level or Equivalent,70-80%,0-35,1,70,Y,Distinction,-155.0,,25359.0,156.0,0.0,67.0,772994.0,154.0,1.0
CCC,2014J,479522,F,London Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-32.0,,24299.0,243.0,0.0,54.0,909231.0,228.0,1.0
FFF,2013B,291960,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-27.0,,34862.0,88.0,0.0,77.0,527169.0,49.0,1.0
BBB,2014B,614871,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-138.0,,15010.0,80.0,0.0,83.0,768351.0,107.0,1.0
FFF,2014B,598713,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-141.0,,24292.0,111.0,0.0,84.0,779620.0,151.0,2.0
FFF,2013J,561714,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Distinction,-144.0,,34877.0,173.0,0.0,93.0,716325.0,14.0,1.0
CCC,2014J,591083,F,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-146.0,,24297.0,147.0,0.0,52.0,909244.0,184.0,1.0
FFF,2014B,633238,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-22.0,,34886.0,22.0,0.0,94.0,779089.0,1.0,1.0
BBB,2013J,604982,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-8.0,,15007.0,210.0,0.0,100.0,703737.0,214.0,1.0
BBB,2014B,573806,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,Distinction,-51.0,,15010.0,81.0,0.0,79.0,768397.0,-6.0,3.0
FFF,2013B,383316,M,South West Region,Lower Than A Level,80-90%,35-55,1,120,N,Pass,-25.0,,34866.0,28.0,0.0,96.0,526796.0,143.0,12.0
FFF,2014J,643466,M,North Region,HE Qualification,,0-35,0,60,N,Pass,-21.0,,34904.0,16.0,0.0,99.0,882545.0,31.0,1.0
